title,body,url,labels
Codespace will not load,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: Windows 11 (version 24h2)

Steps to Reproduce:

1. Try to open codespace
2. Codespace loads (longer than normal)
3. Codespaces stops
",https://github.com/microsoft/vscode/issues/251002,"info-needed, triage-needed"
Users are not able to access column header present in “Keyboard Shortcut” screen via keyboard: A11y_VisualStudioCodeClient_UserWantsToExplore Customizations and settings_UserWantsToExploreKeyboardShortcutScreen,"Please do not close this bug. This bug should only be closed by Trusted Tester after verification.
""[Check out Accessibility Insights!](https://nam06.safelinks.protection.outlook.com/?url=https://accessibilityinsights.io/&data=02%7c01%7cv-stfe%40microsoft.com%7cb67b2c4b646d4f9561a208d6f4b5c39b%7c72f988bf86f141af91ab2d7cd011db47%7c1%7c0%7c636965458850501301&sdata=mxhokIKNMb22llsjXHLgU3XZibj1Qfx37rpY4PU2sfE%3D&reserved=0) - Identify accessibility bugs before check-in and make bug fixing faster and easier.""

### GitHub Tags:
#A11yMAS; #A11yTCS; #Win32; #DesktopApp; #A11ySev2; #BM_VisualStudioCodeClient_Win32_Jun2025; #Visual Studio Code Client; #WCAG2.1.1; #FTP; #Keyboard; #AILimited; #Win11; #Benchmark; #VSCode2025;

### Environment Details:
App Name: Visual Studio Code Client
#URL: Visual Studio Code Insider
Microsoft Windows 11 Enterprise
OS Build: 26100.4202

### Repro Steps:

1. Open Visual Studio Code Insider editor. 
2. Press CTRL + SHIFT + P to open command palette. 
3. Search Keyboard Shortcut and TAB till “keyboard shortcut” control and hit ENTER key. 
4. TAB till column headers and Observe that Users are not able to access column header present in “Keyboard Shortcut” screen via keyboard. 

Actual Result:
Users are not able to access column header present in “Keyboard Shortcut” screen via keyboard.

Expected Results:
Users should be able to access column header present in “Keyboard Shortcut” screen via keyboard.

User Impact:
Keyboard users will find it difficulty of accessing the Table column headers. 

Attachment:

![Image](https://github.com/user-attachments/assets/98a229ae-6b78-4209-b197-2941fc975786)",https://github.com/microsoft/vscode/issues/250992,triage-needed
Install (Workspace) option for extensions,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

Since I use VSCode for a bunch of repos & languages, I like to install specific extensions per repo. The current best process to do this is:

1. Install extension
2. Disable extension
3. Enable extension for current workspace

I think it would be worthwhile to just add an option `Install (workspace)` for extensions that does this exact logic, but with one click instead of 3.",https://github.com/microsoft/vscode/issues/250987,*duplicate
Copliot Sign in error,"
Type: <b>Bug</b>

Hi ,
I am wirting this feed back to report the issue of copilot, I signed in for copilot to give it a try and i actually made significance in my development, but it think the free trail is over , but now when i want to sign in and prroceed to for further actions like supbscribing ,
Step1:
Clicling on coplioy icon in top menubar,
Setp2:
a tab gets open in right side to sign in.
But when cliciking on Sign in with github account it is giving no response, but sign in with ghe is responding,

i want to sign in with github.com
please look into it



VS Code version: Code 1.100.3 (258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3, 2025-06-02T13:30:54.273Z)
OS version: Windows_NT x64 10.0.22631
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz (24 x 2195)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.91GB (15.14GB free)|
|Process Argv|. --crash-reporter-id a5d10c54-f8c0-4f19-bb54-f52b308296de|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (61)</summary>

Extension|Author (truncated)|Version
---|---|---
better-comments|aar|3.0.2
vscode-sqlite|ale|0.14.1
ng-template|Ang|20.0.1
vscode-django|bat|1.15.0
color-info|bie|0.7.2
vscode-tailwindcss|bra|0.14.21
remove-console-log|c0d|1.5.0
vscode-wev-dev-extension-pack|c0d|2.6.0
vscode-eslint|dba|3.0.10
docker|doc|0.8.1
githistory|don|0.6.20
es7-react-js-snippets|dsz|4.4.3
gitlens|eam|17.1.1
EditorConfig|Edi|0.17.4
prettier-vscode|esb|11.0.0
auto-rename-tag|for|0.1.10
code-runner|for|0.12.2
copilot|Git|1.330.0
copilot-chat|Git|0.27.3
output-colorizer|IBM|0.1.2
error-gutters|Igo|1.0.1
angular-essentials|joh|18.0.0
Angular2|joh|18.0.2
vscode-peacock|joh|4.2.2
vscode-gutter-preview|kis|0.32.2
template-string-converter|meg|0.6.1
git-graph|mhu|1.30.0
dotenv|mik|1.0.1
vscode-containers|ms-|2.0.3
vscode-docker|ms-|2.0.0
csdevkit|ms-|1.20.35
csharp|ms-|2.80.16
vscode-dotnet-runtime|ms-|2.3.5
autopep8|ms-|2025.2.0
black-formatter|ms-|2025.2.0
debugpy|ms-|2025.8.0
python|ms-|2025.6.1
vscode-pylance|ms-|2025.5.1
remote-containers|ms-|0.413.0
remote-wsl|ms-|0.99.0
hexeditor|ms-|1.11.1
vscode-react-native|msj|1.13.0
color-highlight|nau|2.8.0
material-icon-theme|PKi|5.23.0
LiveServer|rit|5.7.9
trailing-spaces|sha|0.4.1
html-to-css-autocompletion|sol|1.1.2
css-auto-prefix|spo|0.1.7
code-spell-checker|str|4.0.47
vscode-styled-components|sty|1.7.8
es6-string-html|Tob|2.17.0
errorlens|use|3.26.0
highlight-matching-tag|vin|0.11.0
intellicode-api-usage-examples|Vis|0.2.9
vscodeintellicode|Vis|1.3.2
vscodeintellicode-completions|Vis|2.0.1
rainbow-tags|vol|0.4.1
vscode-todo-highlight|way|1.0.5
JavaScriptSnippets|xab|1.8.0
html-css-class-completion|Zig|1.20.0
classnametocss|zit|0.0.7

(2 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
c4g48928:30535728
azure-dev_surveyone:30548225
a9j8j154:30646983
962ge761:30959799
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dwnewjupyter:31046869
pythonrstrctxt:31112756
nativeloc1:31192215
5fd0e150:31155592
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
customenabled:31248079
9064b325:31222308
copilot_t_ci:31222730
e5gg6876:31282496
pythoneinst12:31285622
bgtreat:31268568
4gafe986:31271826
c7cif404:31314491
996jf627:31283433
pythonrdcb7cf:31303019
usemplatestapi:31297334
0aa6g176:31307128
7bj51361:31289155
747dc170:31275177
9hi5e907:31319474
pylancecolor:31314202
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
gendocf:31295004
nesew2to5:31323298

```

</details>

<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/250985,*duplicate
When you guys gonna get your shit together with VSCode/Copilot?,"It's just utter mess and i really started to doubt you people even working on this... People is not gonna come here and give detailed issues everytime. we don't have to. We're not gonna spoon feed you everytime, just fix your garbage for once Microsoft, we are paying money to this crap!


1. LLM models performing worse. Same LLM's performing much better in other AI agent IDE's like Cursor. VScode just creating utter garbage code, hallucinations everytime, constant hangs, it attempts to edit code and does nothing on return.
2. Shitty models in Agent mode. Why we still have f*cking Sonnet 3.5? Google just released Gemini 06-05 few days ago and we still have 2.0 f*cking Flash... Wake up! They released 2.5 Flash and Pro 06-05
3. Every agent model is terrible except Sonnet 4 and it will work fine IF you're lucky. Other IDE's like Cursor have Opus 4 Agent from day one. I love in agent mode Gemini Pro just goes ahead and deletes 700 lines of code and it asks why it's not working anymore.
4. Getting rate limited because your shitty LLM's can't do shit i have to prompt them every f*cking time. And it says stuff like ""Ah, youre right let me fix the code"" and proceeds to fuck it up even more...

5. Where's AI features like Memory that helps you properly utilizing codebase, learns from it's mistakes. Proper Thinking modes. Obviously VSCode doesn't have them.",https://github.com/microsoft/vscode/issues/250975,triage-needed
Discrepancy in Trial Period: Request for Clarification,"
I'm shocked and disappointed to encounter issues with my Blackbox AI trial. I was informed that I had a 90-day trial period, but on my second day, the system is prompting me to purchase credits. I'd appreciate clarification on why this is happening so early. The discrepancy between what was communicated and the current situation feels concerning. Could you please look into this and provide a resolution?



<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 

Steps to Reproduce:

1. 
2. 
",https://github.com/microsoft/vscode/issues/250973,triage-needed
"Incomplete type ""xxx"" is not allowed (C++)","
Type: <b>Bug</b>

Using Eigen3 in an arm64 device.

""Eigen::Matrix<float,3,3> a;"" will give the error in Intellisense. The code can compile successfully with Cmake though.

VS Code version: Code 1.100.3 (258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3, 2025-06-02T13:30:54.273Z)
OS version: Windows_NT x64 10.0.22631
Modes:
Remote OS version: Linux arm64 5.15.0-1026-nvidia-tegra-igx

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz (12 x 2592)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.81GB (7.93GB free)|
|Process Argv|--crash-reporter-id 67723ffe-7e70-45e8-a24b-9b1014f8bfbb|
|Screen Reader|yes|
|VM|0%|

|Item|Value|
|---|---|
|Remote|SSH: apple-robot-jetson1|
|OS|Linux arm64 5.15.0-1026-nvidia-tegra-igx|
|CPUs|Cortex-A78AE (8 x 729)|
|Memory (System)|61.37GB (57.60GB free)|
|VM|0%|
</details><details><summary>Extensions (9)</summary>

Extension|Author (truncated)|Version
---|---|---
jupyter-keymap|ms-|1.1.2
remote-ssh|ms-|0.120.0
remote-ssh-edit|ms-|0.87.0
remote-explorer|ms-|0.5.0
pdf|tom|1.2.2
vscode-language-pack-zh-hans|MS-|1.100.2025051409
cmake-tools|ms-|1.20.53
cpptools|ms-|1.25.3
cpptools-extension-pack|ms-|1.3.1

(1 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
vscaac:30438847
c4g48928:30535728
azure-dev_surveyone:30548225
962ge761:30959799
2e7ec940:31000449
pythontbext0:30879054
cppperfnew:31000557
dwnewjupyter:31046869
pythonrstrctxt:31112756
nativeloc2:31192216
5fd0e150:31155592
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
customenabled:31248079
hdaa2157:31222309
copilot_t_ci:31222730
e5gg6876:31282496
pythoneinst12:31285622
bgtreat:31268568
4gafe986:31271826
c7cif404:31314491
996jf627:31283433
pythonrdcb7cf:31303019
usemplatestapi:31297334
0aa6g176:31307128
7bj51361:31289155
747dc170:31275177
9hi5e907:31319474
pylancecolor:31314202
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
gendocf:31295004
pylancequickfixf:31319675

```

</details>

<!-- generated by issue reporter -->",https://github.com/microsoft/vscode/issues/250971,*caused-by-extension
Compilation on Linux fails with building with clang / clang++,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: Git, cloned with` --branch 1.100.3 --single-branch` 
- OS Version: Debian 13 RC, self-built LLVM20 and clang / clang++

Steps to Reproduce:

1. Clone the VScode repo
2. Build with clang and clang++

Build fails with the following error:

```
npm error In file included from ../src/main.cc:8:
npm error In file included from ../src/logger.h:12:
npm error In file included from ../deps/spdlog/include/spdlog/spdlog.h:12:
npm error In file included from ../deps/spdlog/include/spdlog/common.h:50:
npm error In file included from ../deps/spdlog/include/spdlog/fmt/fmt.h:27:
npm error In file included from ../deps/spdlog/include/spdlog/fmt/bundled/core.h:3321:
npm error ../deps/spdlog/include/spdlog/fmt/bundled/format.h:4168:27: warning: identifier '_a' preceded by whitespace in a literal operator declaration is deprecated [-Wdeprecated-literal-operator]
npm error  4168 | constexpr auto operator"""" _a(const char* s, size_t) -> detail::udl_arg<char> {
npm error       |                ~~~~~~~~~~~^~
npm error       |                operator""""_a
npm error In file included from ../src/main.cc:8:
npm error In file included from ../src/logger.h:12:
npm error In file included from ../deps/spdlog/include/spdlog/spdlog.h:13:
npm error In file included from ../deps/spdlog/include/spdlog/details/registry.h:122:
npm error In file included from ../deps/spdlog/include/spdlog/details/registry-inl.h:12:
npm error In file included from ../deps/spdlog/include/spdlog/logger.h:426:
npm error In file included from ../deps/spdlog/include/spdlog/logger-inl.h:12:
npm error In file included from ../deps/spdlog/include/spdlog/pattern_formatter.h:127:
npm error In file included from ../deps/spdlog/include/spdlog/pattern_formatter-inl.h:10:
npm error ../deps/spdlog/include/spdlog/details/fmt_helper.h:105:54: error: call to consteval function 'fmt::basic_format_string<char, int &>::basic_format_string<FMT_COMPILE_STRING, 0>' is not a constant expression
npm error   105 |         fmt_lib::format_to(std::back_inserter(dest), SPDLOG_FMT_STRING(""{:02}""), n);
npm error       |                                                      ^
npm error ../deps/spdlog/include/spdlog/common.h:54:46: note: expanded from macro 'SPDLOG_FMT_STRING'
npm error    54 | #    define SPDLOG_FMT_STRING(format_string) FMT_STRING(format_string)
npm error       |                                              ^
npm error ../deps/spdlog/include/spdlog/fmt/bundled/format.h:1772:23: note: expanded from macro 'FMT_STRING'
npm error  1772 | #define FMT_STRING(s) FMT_STRING_IMPL(s, fmt::detail::compile_string, )
npm error       |                       ^
npm error ../deps/spdlog/include/spdlog/fmt/bundled/format.h:1749:3: note: expanded from macro 'FMT_STRING_IMPL'
npm error  1749 |   [] {                                                                        \
npm error       |   ^
npm error ../deps/spdlog/include/spdlog/fmt/bundled/core.h:2982:51: note: subexpression not valid in a constant expression
npm error  2982 |     context_.advance_to(context_.begin() + (begin - &*context_.begin()));
npm error       |                                             ~~~~~~^~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/fmt/bundled/core.h:2663:15: note: in call to 'handler.on_format_specs(0, &""{:02}""[2], &""{:02}""[5])'
npm error  2663 |       begin = handler.on_format_specs(adapter.arg_id, begin + 1, end);
npm error       |               ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/fmt/bundled/core.h:2688:21: note: in call to 'parse_replacement_field<char, fmt::detail::format_string_checker<char, fmt::detail::error_handler, int> &>(&""{:02}""[1], &""{:02}""[5], checker(s, {}))'
npm error  2688 |         begin = p = parse_replacement_field(p - 1, end, handler);
npm error       |                     ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/fmt/bundled/core.h:3159:7: note: in call to 'parse_format_string<true, char, fmt::detail::format_string_checker<char, fmt::detail::error_handler, int>>({&""{:02}""[0], 5}, checker(s, {}))'
npm error  3159 |       detail::parse_format_string<true>(str_, checker(s, {}));
npm error       |       ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/details/fmt_helper.h:105:54: note: in call to 'basic_format_string<FMT_COMPILE_STRING, 0>([] {
npm error     struct FMT_COMPILE_STRING : fmt::detail::compile_string {
npm error         using char_type [[maybe_unused]] = fmt::remove_cvref_t<decltype(""{:02}""[0])>;
npm error         [[maybe_unused]] constexpr operator fmt::basic_string_view<char_type>() const {
npm error             return fmt::detail_exported::compile_string_to_view<char_type>(""{:02}"");
npm error         }
npm error     };
npm error     return FMT_COMPILE_STRING();
npm error }())'
npm error   105 |         fmt_lib::format_to(std::back_inserter(dest), SPDLOG_FMT_STRING(""{:02}""), n);
npm error       |                                                      ^~~~~~~~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/common.h:54:46: note: expanded from macro 'SPDLOG_FMT_STRING'
npm error    54 | #    define SPDLOG_FMT_STRING(format_string) FMT_STRING(format_string)
npm error       |                                              ^~~~~~~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/fmt/bundled/format.h:1772:23: note: expanded from macro 'FMT_STRING'
npm error  1772 | #define FMT_STRING(s) FMT_STRING_IMPL(s, fmt::detail::compile_string, )
npm error       |                       ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error ../deps/spdlog/include/spdlog/fmt/bundled/format.h:1749:3: note: expanded from macro 'FMT_STRING_IMPL'
npm error  1749 |   [] {                                                                        \
npm error       |   ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1750 |     /* Use the hidden visibility as a workaround for a GCC bug (#1973). */    \
npm error       |     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1751 |     /* Use a macro-like name to avoid shadowing warnings. */                  \
npm error       |     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1752 |     struct FMT_GCC_VISIBILITY_HIDDEN FMT_COMPILE_STRING : base {              \
npm error       |     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1753 |       using char_type FMT_MAYBE_UNUSED = fmt::remove_cvref_t<decltype(s[0])>; \
npm error       |       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1754 |       FMT_MAYBE_UNUSED FMT_CONSTEXPR explicit                                 \
npm error       |       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1755 |       operator fmt::basic_string_view<char_type>() const {                    \
npm error       |       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1756 |         return fmt::detail_exported::compile_string_to_view<char_type>(s);    \
npm error       |         ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1757 |       }                                                                       \
npm error       |       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1758 |     };                                                                        \
npm error       |     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1759 |     return FMT_COMPILE_STRING();                                              \
npm error       |     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
npm error  1760 |   }()
npm error       |   ~~~
npm error 1 warning and 1 error generated.
npm error make: *** [spdlog.target.mk:130: Release/obj.target/spdlog/src/main.o] Error 1
npm error gyp ERR! build error 
npm error gyp ERR! stack Error: `make` failed with exit code: 2
npm error gyp ERR! stack at ChildProcess.<anonymous> (/home/etna/Runtime/Deps/node-v22.15.1/lib/node_modules/npm/node_modules/node-gyp/lib/build.js:216:23)
npm error gyp ERR! System Linux 6.12.25
npm error gyp ERR! command ""/home/etna/Runtime/Deps/node-v22.15.1/bin/node"" ""/home/etna/Runtime/Deps/node-v22.15.1/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js"" ""rebuild""
npm error gyp ERR! cwd /home/etna/BrowserCache/vscode/node_modules/@vscode/spdlog
npm error gyp ERR! node -v v22.15.1
npm error gyp ERR! node-gyp -v v11.0.0
npm error gyp ERR! not ok
```
Any help will be greatly appreciated. By the way, the build succeeds with GCC.",https://github.com/microsoft/vscode/issues/250970,triage-needed
"{   ""result"": {     ""id"": ""100bf38cc8393103870917dd535e0628"",     ""status"": ""active""   },   ""success"": true,   ""errors"": [],   ""messages"": [     {       ""code"": 10000,       ""message"": ""This API Token is valid and active"",       ""type"": null     }   ] }","<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
",https://github.com/microsoft/vscode/issues/250969,triage-needed
n/a,,https://github.com/microsoft/vscode/issues/250954,"info-needed, translation-required-french"
"Commit button is active with empty commit message, causing Git failure without user feedback","<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
In the Source Control panel, the “Commit” (✓) button remains active even when no commit message is provided. Clicking it triggers a Git commit that fails (as Git requires a non-empty message), but no clear error is shown in the UI. This can confuse users and appears to silently fail.

Expected Behavior:

Either the commit button should be disabled when no message is entered,
or

A warning or error should be shown when Git rejects the commit.

Steps to Reproduce:

Make a change to any tracked file.

Open the Source Control tab in VS Code.

Leave the commit message box empty.

Click the ✓ “Commit” button.

Observed Result:

Nothing appears to happen.

Commit silently fails.

No user-friendly message shown.

Expected Result:

Commit button should be disabled OR

Show a clear warning when Git rejects the commit.",https://github.com/microsoft/vscode/issues/250951,*duplicate
Ability to open multiple file explorers,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->
This is a duplicate of a closed but very [important issue](https://github.com/microsoft/vscode/issues/219260). 
<!-- Describe the feature you'd like. -->

> __This one would sound weird I guess, but sometimes I feel like it could be pretty useful, especially when doing some kind of refactoring/reorganizing, and especially in monorepos.

yeah i don't have large monitors and 32gb rams yet.
it will be really helpful for working on large related codebases even on smaller single monitor setup.

> __How I see it: pressing Ctrl + / while the file explorer is focused would split it in two panes, just like it would split the main view. And maybe some hotkeys for collapsing them separately.__
> 
> I can really see its benefits in monorepos.",https://github.com/microsoft/vscode/issues/250947,*out-of-scope
in tasks launched on .code-search file ; the variable ${relativeFile} return <..\..\..\..\Windows\system32>,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.100.3
- OS Version: w 11 24h2

Steps to Reproduce:

1. define a task which use ""${relativeFile}"" for args 
{""label"": ""copy"",
  ""type"": ""process"",
  ""command"": ""scp"",
  ""args"": [
    ""${relativeFile}"",
    ""${config:sbparagraph.account.server}:${config:sbparagraph.account.path}/${fileBasename}""
   ]
}
 
4. start a Search 
5. save the search as a .code-search file
6. launch the task 'copy' on the .code-search opened file
7. you get : 
Executing task: C:\Windows\System32\OpenSSH\scp.EXE ..\..\..\..\Windows\system32 myserver:/mypath/. 

As you can see, ${fileBasename} == . (dot) and  ""${relativeFile}"" ==  ..\..\..\..\Windows\system32 
if I rename the extension ; it works as expected.",https://github.com/microsoft/vscode/issues/250935,info-needed
